Discipline,HPSAID,HPSAName,DesignationType,PrimaryStateName,CountyName,HPSAFTEShort,HPSAScore,PCMCTAScore,Status,RuralStatus,DesignationDate,UpdateDate
Dental Health,6359917236,LI - Chaves County,Low Income Population HPSA,New Mexico,"Chaves County, NM",7.24,17,NA,Designated,Rural,02/23/2022,02/23/2022
Dental Health,6351966572,LI - Espanola Service Area,Low Income Population HPSA,New Mexico,"Rio Arriba County, NM",2.47,19,NA,Designated,Rural,03/03/2022,03/03/2022
Dental Health,6359076169,LI - La Familia Service Area,Low Income Population HPSA,New Mexico,"Santa Fe County, NM",5.18,17,NA,Withdrawn,Non-Rural,03/03/2022,01/02/2024
Dental Health,6351269565,LI - Roosevelt County,Low Income Population HPSA,New Mexico,"Roosevelt County, NM",2.20,19,NA,Designated,Rural,02/23/2022,02/23/2022
Dental Health,6358432305,LI - Taos County,Low Income Population HPSA,New Mexico,"Taos County, NM",3.53,17,NA,Designated,Rural,03/03/2022,03/03/2022
Dental Health,6352625791,Sierra County,High Needs Geographic HPSA,New Mexico,"Sierra County, NM",0.61,13,NA,Designated,Rural,03/03/2022,03/03/2022
Mental Health,7358116231,Mora County,High Needs Geographic HPSA,New Mexico,"Mora County, NM",0.30,12,NA,Designated,Rural,03/03/2022,03/03/2022
Mental Health,7357011746,Rio Arriba County,High Needs Geographic HPSA,New Mexico,"Rio Arriba County, NM",2.59,17,NA,Designated,Rural,12/16/2021,12/16/2021
Mental Health,7358336976,LI - San Miguel County,Low Income Population HPSA,New Mexico,"San Miguel County, NM",0.95,18,NA,Designated,Rural,03/03/2022,03/03/2022
Mental Health,7352532517,Torrance County,Geographic HPSA,New Mexico,"Torrance County, NM",0.76,18,NA,Designated,Rural,03/03/2022,03/03/2022
Primary Care,1353706127,Hatch Service Area,High Needs Geographic HPSA,New Mexico,"Dona Ana County, NM",1.74,17,12,Designated,Rural,03/03/2022,03/03/2022
Primary Care,1351954285,Roosevelt County,High Needs Geographic HPSA,New Mexico,"Roosevelt County, NM",1.42,12,14,Designated,Rural,12/16/2021,12/16/2021
Primary Care,1351452624,San Juan County,High Needs Geographic HPSA,New Mexico,"San Juan County, NM",3.02,10,14,Designated,Partially Rural,03/03/2022,03/03/2022
Primary Care,1356343421,Sierra County,High Needs Geographic HPSA,New Mexico,"Sierra County, NM",2.06,16,20,Designated,Rural,12/16/2021,12/16/2021
Primary Care,1357481563,LI - Southern Sandoval,Low Income Population HPSA,New Mexico,"Sandoval County, NM",2.35,18,12,Designated,Partially Rural,12/16/2021,12/16/2021
Mental Health,7357314796,LI - North Valley,Low Income Population HPSA,New Mexico,"Bernalillo County, NM",1.94,20,NA,Designated,Non-Rural,12/16/2021,12/16/2021
Primary Care,1355606734,LI - Santa Fe/La Familia,Low Income Population HPSA,New Mexico,"Santa Fe County, NM",2.216,16,NA,Withdrawn,Non-Rural,03/03/2022,01/02/2024
Primary Care,1353585598,Torrance County,High Needs Geographic HPSA,New Mexico,"Torrance County, NM",3.85,19,15,Designated,Rural,03/03/2022,03/03/2022
Mental Health,7359300173,Harding County,Low Income Population HPSA,New Mexico,"Harding County, NM",0.02,9,NA,Designated,Rural,03/07/2022,03/07/2022
Mental Health,7359675192,Quay County,High Needs Geographic HPSA,New Mexico,"Quay County, NM",0.54,17,NA,Designated,Rural,12/16/2021,12/16/2021
Mental Health,7354700667,Curry County,High Needs Geographic HPSA,New Mexico,"Curry County, NM",2.24,17,NA,Designated,Rural,12/16/2021,12/16/2021
Mental Health,7351531494,DeBaca County,High Needs Geographic HPSA,New Mexico,"De Baca County, NM",0.13,13,NA,Designated,Rural,12/16/2021,12/16/2021
Mental Health,7357411134,Roosevelt County,High Needs Geographic HPSA,New Mexico,"Roosevelt County, NM",1.18,18,NA,Designated,Rural,12/16/2021,12/16/2021
Primary Care,1355051670,Cerrillos/ Madrid/ Edgewood Service Area,Geographic HPSA,New Mexico,"Santa Fe County, NM",7.57,17,NA,Withdrawn,Partially Rural,03/07/2022,01/02/2024
Mental Health,7359095949,LI - Valencia County,Low Income Population HPSA,New Mexico,"Valencia County, NM",2.04,18,NA,Designated,Partially Rural,03/07/2022,03/07/2022
Primary Care,1359993578,El Pueblo Health Services Inc,Federally Qualified Health Center Look-alike,New Mexico,"Sandoval County, NM",,20,19,Designated,Non-Rural,09/30/2005,02/14/2022
Mental Health,7359993547,El Pueblo Health Services Inc,Federally Qualified Health Center Look-alike,New Mexico,"Sandoval County, NM",,19,NA,Designated,Non-Rural,04/22/1991,02/14/2022
Dental Health,6359993550,El Pueblo Health Services Inc,Federally Qualified Health Center Look-alike,New Mexico,"Sandoval County, NM",,21,NA,Designated,Non-Rural,04/30/2007,02/14/2022
Primary Care,1352688123,LI - Santa Fe County,Low Income Population HPSA,New Mexico,"Santa Fe County, NM",9.786,17,10,Designated,Partially Rural,10/04/2022,10/04/2022
Primary Care,1356725759,MEMORIAL FAMILY PRACTICE AT ARTESIA GENERAL HOSP,Rural Health Clinic,New Mexico,"Eddy County, NM",,17,17,Designated,Rural,09/18/2020,10/12/2022
Mental Health,7357531721,LI - Southeast Heights,Low Income Population HPSA,New Mexico,"Bernalillo County, NM",3.57,20,NA,Designated,Unknown,03/17/2023,03/17/2023
Mental Health,7357374850,Guadalupe County,High Needs Geographic HPSA,New Mexico,"Guadalupe County, NM",0.24,14,NA,Designated,Rural,05/24/2023,05/24/2023
Mental Health,7357820146,Union County,High Needs Geographic HPSA,New Mexico,"Union County, NM",0.23,14,NA,Designated,Rural,05/24/2023,05/24/2023
Dental Health,6352807062,LI - Santa Fe County,Low Income Population HPSA,New Mexico,"Santa Fe County, NM",11.76,15,NA,Designated,Partially Rural,09/19/2023,09/19/2023
Primary Care,1351614952,UNION COUNTY HEALTH CENTER,Rural Health Clinic,New Mexico,"Union County, NM",,17,14,Designated,Rural,08/06/2021,03/18/2023
Primary Care,1351477673,RGH CLINIC - PORTALES,Rural Health Clinic,New Mexico,"Roosevelt County, NM",,18,18,Designated,Rural,03/29/2023,03/29/2023
Mental Health,7352528849,RGH CLINIC - PORTALES,Rural Health Clinic,New Mexico,"Roosevelt County, NM",,17,NA,Designated,Rural,03/29/2023,03/29/2023
Dental Health,6353848945,RGH CLINIC - PORTALES,Rural Health Clinic,New Mexico,"Roosevelt County, NM",,17,NA,Designated,Rural,03/29/2023,03/29/2023
Primary Care,1359993559,NORTHERN NAVAJO MEDICAL CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"San Juan County, NM",,19,20,Designated,Rural,10/26/2002,07/31/2023
Mental Health,7359993523,NORTHERN NAVAJO MEDICAL CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"San Juan County, NM",,21,NA,Designated,Rural,10/26/2002,07/31/2023
Dental Health,6359993531,NORTHERN NAVAJO MEDICAL CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"San Juan County, NM",,22,NA,Designated,Rural,10/26/2002,07/31/2023
Primary Care,1359993558,ACOMA-CANONCITO-LAGUNA INDIAN HOSPITAL,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Cibola County, NM",,21,22,Designated,Rural,10/26/2002,08/28/2023
Mental Health,7356384608,ACOMA-CANONCITO-LAGUNA INDIAN HOSPITAL,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Cibola County, NM",,21,NA,Designated,Rural,08/18/2019,08/28/2023
Dental Health,6354737265,ACOMA-CANONCITO-LAGUNA INDIAN HOSPITAL,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Cibola County, NM",,22,NA,Designated,Rural,08/18/2019,08/28/2023
Primary Care,1359993592,Alamo Health Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Socorro County, NM",,21,20,Designated,Rural,10/26/2002,08/28/2023
Mental Health,7359993559,Alamo Health Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Socorro County, NM",,15,NA,Designated,Rural,10/26/2002,08/28/2023
Dental Health,635999355I,Alamo Health Center,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Socorro County, NM",,22,NA,Designated,Rural,10/26/2002,08/28/2023
Primary Care,1359993570,ALBUQUERQUE HEALTH CARE FOR HOMELESS,Federally Qualified Health Center,New Mexico,"Bernalillo County, NM",,22,19,Designated,Non-Rural,10/26/2002,08/28/2023
Mental Health,7359993534,ALBUQUERQUE HEALTH CARE FOR HOMELESS,Federally Qualified Health Center,New Mexico,"Bernalillo County, NM",,19,NA,Designated,Non-Rural,10/26/2002,08/28/2023
Dental Health,6359993541,ALBUQUERQUE HEALTH CARE FOR HOMELESS,Federally Qualified Health Center,New Mexico,"Bernalillo County, NM",,26,NA,Designated,Non-Rural,10/26/2002,08/28/2023
Primary Care,1359919575,Albuquerque Indian Dental Clinic,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Bernalillo County, NM",,19,15,Designated,Non-Rural,08/18/2019,08/28/2023
Mental Health,7357828856,Albuquerque Indian Dental Clinic,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Bernalillo County, NM",,18,NA,Designated,Non-Rural,08/18/2019,08/28/2023
Dental Health,6354675578,Albuquerque Indian Dental Clinic,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Bernalillo County, NM",,20,NA,Designated,Non-Rural,08/18/2019,08/28/2023
Primary Care,1359993563,ALBUQUERQUE INDIAN HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Bernalillo County, NM",,19,15,Designated,Non-Rural,10/26/2002,08/28/2023
Mental Health,7359993527,ALBUQUERQUE INDIAN HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Bernalillo County, NM",,18,NA,Designated,Non-Rural,10/26/2002,08/28/2023
Dental Health,6359993535,ALBUQUERQUE INDIAN HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Bernalillo County, NM",,20,NA,Designated,Non-Rural,10/26/2002,08/28/2023
Primary Care,1359993552,"Ben Archer Health Center, Inc.",Federally Qualified Health Center,New Mexico,"Dona Ana County, NM",,21,19,Designated,Rural,05/08/2003,08/28/2023
Mental Health,7359993519,"Ben Archer Health Center, Inc.",Federally Qualified Health Center,New Mexico,"Dona Ana County, NM",,22,NA,Designated,Rural,05/14/2003,08/28/2023
Dental Health,6359993525,"Ben Archer Health Center, Inc.",Federally Qualified Health Center,New Mexico,"Dona Ana County, NM",,25,NA,Designated,Rural,05/14/2003,08/28/2023
Primary Care,13599935C5,CANONCITO HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Bernalillo County, NM",,20,16,Designated,Non-Rural,10/26/2011,08/28/2023
Mental Health,735999355K,CANONCITO HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Bernalillo County, NM",,20,NA,Designated,Non-Rural,04/17/2018,08/28/2023
Dental Health,635999355F,CANONCITO HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Bernalillo County, NM",,21,NA,Designated,Non-Rural,10/26/2002,08/28/2023
Primary Care,1356634806,CARRIZOZO HEALTH CENTER,Rural Health Clinic,New Mexico,"Lincoln County, NM",,17,17,Designated,Rural,12/22/2020,08/28/2023
Mental Health,7356605664,CARRIZOZO HEALTH CENTER,Rural Health Clinic,New Mexico,"Lincoln County, NM",,17,NA,Designated,Rural,12/22/2020,08/28/2023
Dental Health,6351877588,CARRIZOZO HEALTH CENTER,Rural Health Clinic,New Mexico,"Lincoln County, NM",,17,NA,Designated,Rural,12/22/2020,08/28/2023
Primary Care,1359993556,LA CLINICA DE FAMILIA INC,Federally Qualified Health Center,New Mexico,"Dona Ana County, NM",,21,18,Designated,Non-Rural,08/26/2003,08/28/2023
Mental Health,7359993535,LA CLINICA DE FAMILIA INC,Federally Qualified Health Center,New Mexico,"Dona Ana County, NM",,21,NA,Designated,Non-Rural,10/26/2002,08/28/2023
Dental Health,6359993542,LA CLINICA DE FAMILIA INC,Federally Qualified Health Center,New Mexico,"Dona Ana County, NM",,25,NA,Designated,Non-Rural,10/26/2002,08/28/2023
Primary Care,1352699221,COCHITI DENTAL CLINIC,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Sandoval County, NM",,16,14,Designated,Rural,08/18/2019,08/28/2023
Mental Health,7351213059,COCHITI DENTAL CLINIC,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Sandoval County, NM",,18,NA,Designated,Rural,08/18/2019,08/28/2023
Dental Health,6358265266,COCHITI DENTAL CLINIC,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Sandoval County, NM",,9,NA,Designated,Rural,08/18/2019,08/28/2023
Primary Care,13599935C6,COCHITI HEALTH STATION,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Sandoval County, NM",,16,14,Designated,Rural,10/26/2003,08/28/2023
Mental Health,7359993555,COCHITI HEALTH STATION,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Sandoval County, NM",,19,NA,Designated,Rural,07/20/2011,08/28/2023
Dental Health,635999355E,COCHITI HEALTH STATION,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Sandoval County, NM",,10,NA,Designated,Rural,07/20/2011,08/28/2023
Primary Care,1359993561,Crownpoint Healthcare Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"McKinley County, NM",,19,22,Designated,Rural,10/26/2002,08/28/2023
Mental Health,7359993525,Crownpoint Healthcare Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"McKinley County, NM",,22,NA,Designated,Rural,10/26/2002,08/28/2023
Dental Health,6359993533,Crownpoint Healthcare Facility,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"McKinley County, NM",,24,NA,Designated,Rural,10/26/2002,08/28/2023
Primary Care,1359993577,DEBACA FAMILY PRACTICE CLINIC,Federally Qualified Health Center,New Mexico,"De Baca County, NM",,19,19,Designated,Rural,09/30/2003,08/28/2023
Mental Health,7359993541,DEBACA FAMILY PRACTICE CLINIC,Federally Qualified Health Center,New Mexico,"De Baca County, NM",,16,NA,Designated,Rural,09/30/2003,08/28/2023
Dental Health,6359993552,DEBACA FAMILY PRACTICE CLINIC,Federally Qualified Health Center,New Mexico,"De Baca County, NM",,21,NA,Designated,Rural,09/30/2003,08/28/2023
Primary Care,13599935B7,DZILTH NA O DITH LE HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"San Juan County, NM",,19,19,Designated,Rural,10/26/2002,08/28/2023
Mental Health,7359993504,DZILTH NA O DITH LE HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"San Juan County, NM",,21,NA,Designated,Rural,10/22/2002,08/28/2023
Dental Health,6359993551,DZILTH NA O DITH LE HEALTH CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"San Juan County, NM",,22,NA,Designated,Rural,09/30/2005,08/28/2023
Primary Care,1359993553,EL CENTRO FAMILY HEALTH,Federally Qualified Health Center,New Mexico,"Rio Arriba County, NM",,23,18,Designated,Rural,05/08/2003,08/29/2023
Mental Health,7359993531,EL CENTRO FAMILY HEALTH,Federally Qualified Health Center,New Mexico,"Rio Arriba County, NM",,21,NA,Designated,Rural,10/26/2002,08/29/2023
Dental Health,6359993543,EL CENTRO FAMILY HEALTH,Federally Qualified Health Center,New Mexico,"Rio Arriba County, NM",,25,NA,Designated,Rural,10/26/2002,08/29/2023
Primary Care,1353607985,FAMILY HEALTH CENTER OF LEA COUNTY,Rural Health Clinic,New Mexico,"Lea County, NM",,17,16,Designated,Rural,02/11/2020,08/28/2023
Mental Health,7351436371,FAMILY HEALTH CENTER OF LEA COUNTY,Rural Health Clinic,New Mexico,"Lea County, NM",,17,NA,Designated,Rural,02/11/2020,08/28/2023
Dental Health,6351205441,FAMILY HEALTH CENTER OF LEA COUNTY,Rural Health Clinic,New Mexico,"Lea County, NM",,17,NA,Designated,Rural,02/11/2020,08/28/2023
Primary Care,1359993566,FIRST CHOICE COMMUNITY HEALTH CARE,Federally Qualified Health Center,New Mexico,"Bernalillo County, NM",,22,19,Designated,Non-Rural,10/26/2002,08/29/2023
Mental Health,7359993529,FIRST CHOICE COMMUNITY HEALTH CARE,Federally Qualified Health Center,New Mexico,"Bernalillo County, NM",,20,NA,Designated,Non-Rural,10/26/2002,08/29/2023
Dental Health,6359993537,FIRST CHOICE COMMUNITY HEALTH CARE,Federally Qualified Health Center,New Mexico,"Bernalillo County, NM",,25,NA,Designated,Non-Rural,10/26/2002,08/29/2023
Primary Care,13599935B1,FIRST NATIONS COMMUNITY HEALTH SOURCE INC,Federally Qualified Health Center,New Mexico,"Bernalillo County, NM",,22,19,Designated,Non-Rural,10/31/2006,08/28/2023
Mental Health,7359993544,FIRST NATIONS COMMUNITY HEALTH SOURCE INC,Federally Qualified Health Center,New Mexico,"Bernalillo County, NM",,19,NA,Designated,Non-Rural,10/31/2006,08/28/2023
Dental Health,6359993554,FIRST NATIONS COMMUNITY HEALTH SOURCE INC,Federally Qualified Health Center,New Mexico,"Bernalillo County, NM",,25,NA,Designated,Non-Rural,10/31/2006,08/28/2023
Primary Care,1357968190,First Nations Community Healthsource,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Bernalillo County, NM",,19,15,Designated,Non-Rural,08/18/2019,08/28/2023
Mental Health,7357522501,First Nations Community Healthsource,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Bernalillo County, NM",,18,NA,Designated,Non-Rural,08/18/2019,08/28/2023
Dental Health,6352404551,First Nations Community Healthsource,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"Bernalillo County, NM",,20,NA,Designated,Non-Rural,08/18/2019,08/28/2023
Primary Care,1359993562,GALLUP INDIAN MEDICAL CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"McKinley County, NM",,20,22,Designated,Rural,10/26/2002,08/28/2023
Mental Health,7359993526,GALLUP INDIAN MEDICAL CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"McKinley County, NM",,22,NA,Designated,Rural,10/26/2002,08/28/2023
Dental Health,6359993534,GALLUP INDIAN MEDICAL CENTER,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",New Mexico,"McKinley County, NM",,24,NA,Designated,Rural,10/26/2002,08/28/2023
